condition,qid,pred_hash,claim_idx,claim,supported
rag,E0036,6c7e38bed10a,7,Oman customer accounts fell due to the sale of the business.,True
rag,E0051,a9c49c509c8d,0,The answer refers to International Financial Reporting Standards (IFRS).,True
rag,E0051,a9c49c509c8d,1,The IFRS are as adopted by the European Union.,False
rag,E0051,a9c49c509c8d,2,The standards are referred to as EU IFRS.,False
rag,E0058,1a6ef6756caa,0,"During 2023, HSBC Holdings plc managed its liquidity and balance-sheet strategy with several key adjustments and observations.",True
rag,E0058,1a6ef6756caa,1,Cash and Balances at Central Banks decreased by $41 billion or 13%.,True
rag,E0058,1a6ef6756caa,2,The decrease in Cash and Balances at Central Banks was partly due to favorable foreign currency translation differences of $13 billion.,False
rag,E0058,1a6ef6756caa,3,"HSBC managed its cash reserves efficiently, deploying them into financial investments and reverse repurchase agreements where needed.",True
rag,E0058,1a6ef6756caa,4,Trading Assets increased by $71 billion or 33%.,False
rag,E0058,1a6ef6756caa,5,The increase in Trading Assets was driven by higher client activity in equity and debt securities.,False
rag,E0058,1a6ef6756caa,6,The higher client activity in equity and debt securities was especially in Hong Kong and HSBC Bank plc.,False
rag,E0058,1a6ef6756caa,7,HSBC capitalized on market opportunities to enhance its trading position.,False
rag,E0070,74192c019174,0,HSBC Holdings plc classifies some debt instruments as 'hold-to-collect-and-sell' in a rising interest rate environment.,True
rag,E0070,74192c019174,1,Hold-to-collect-and-sell instruments are reported within financial investments.,True
rag,E0070,74192c019174,2,Hold-to-collect-and-sell instruments are classified as held-for-sale.,False
rag,E0070,74192c019174,3,The change in value of hold-to-collect-and-sell instruments is recognized through 'debt instruments at fair value through other comprehensive income' in equity.,True
rag,E0070,74192c019174,4,"At 31 December 2023, HSBC recognized a pre-tax cumulative unrealised loss reserve through other comprehensive income of $3.9 billion related to hold-to-collect-and-sell positions.",True
rag,E0070,74192c019174,5,The $3.9 billion loss reserve reflects a $2.6 billion pretax gain in 2023.,True
rag,E0070,74192c019174,6,The $2.6 billion pretax gain in 2023 is inclusive of movements on related fair value hedges.,True
rag,E0070,74192c019174,7,The 2023 gain included a reduction in unrealised losses due to the disposal of securities as part of repositioning actions taken in this portfolio of $1.0 billion.,True
rag,E0073,5ace49b20174,0,"NatWest Group's 2023 Annual Report states that the increase in operating profit before tax was £1,046 million.",True
rag,E0073,5ace49b20174,1,The increase in operating profit before tax was 20.4%.,True
rag,E0073,5ace49b20174,2,The increase in operating profit before tax was achieved primarily due to increased income as a result of favorable yield curve movements.,True
rag,E0073,5ace49b20174,3,The increase in operating profit before tax was partially offset by higher costs largely attributable to inflationary pressures.,True
rag,E0073,5ace49b20174,4,The improvement in operating profit before tax translated into a proportionate increase in profit for the year.,False
rag,E0073,5ace49b20174,5,"The profit for the year increased by £1,037 million.",False
rag,E0073,5ace49b20174,6,The profit for the year increased by 28.8%.,True
rag,E0073,5ace49b20174,7,"The profit for the year increased from £3,595 million in 2022 to £4,632 million in 2023.",True
rag,E0078,d2dd9570d94a,0,The pro forma CET1 capital ratio at 31 December 2023 for Lloyds Banking Group was 13.7%.,True
rag,E0078,d2dd9570d94a,1,The pro forma CET1 capital ratio was down from 14.1% in 2022.,True
rag,E0078,d2dd9570d94a,2,The report indicates that the Group distributed a final ordinary dividend.,True
rag,E0078,d2dd9570d94a,3,The report indicates that the Group implemented a share buyback program.,True
rag,E0078,d2dd9570d94a,4,The final ordinary dividend utilized 86 basis points of capital.,True
rag,E0078,d2dd9570d94a,5,The share buyback program utilized 98 basis points of capital.,True
rag,E0078,d2dd9570d94a,6,The Group paid £800 million in fixed pension deficit contributions.,True
rag,E0078,d2dd9570d94a,7,The Group paid a residual £250 million aggregate deficit in December 2023.,True
rag,E0079,51c4eff7e4b8,0,"HSBC's customer accounts in 2023 were $1,611,647 million (USD).",False
rag,E0079,51c4eff7e4b8,1,"HSBC's deposits by banks in 2023 were $73,163 million (USD).",True
rag,E0079,51c4eff7e4b8,2,Customer deposits are typically considered stable funding sources.,True
rag,E0079,51c4eff7e4b8,3,Wholesale and trading liabilities can be more volatile and subject to market conditions.,True
rag,E0079,51c4eff7e4b8,4,Distinguishing customer deposits from wholesale/trading liabilities helps in assessing the overall stability of the bank's funding base.,True
rag,E0079,51c4eff7e4b8,5,Different types of liabilities may be subject to different regulatory requirements regarding liquidity and capital adequacy.,True
rag,E0079,51c4eff7e4b8,6,Proper classification of liabilities aids in compliance with regulatory standards.,False
rag,E0079,51c4eff7e4b8,7,Customer deposits often carry lower costs compared to wholesale funding.,False
rag,E0097,fa914b394dce,0,The Capital Flow Statement provided in the extracts was used to determine the main drivers of the CET1 capital movement in 2023 for NatWest Group.,True
rag,E0097,fa914b394dce,1,"Attributable Profit increased by £4,394 million in 2023.",False
rag,E0097,fa914b394dce,2,The increase in Attributable Profit contributed positively to CET1 capital.,True
rag,E0097,fa914b394dce,3,Ordinary Interim Dividend Paid was a reduction of £491 million.,False
rag,E0097,fa914b394dce,4,The Ordinary Interim Dividend Paid detracted from CET1 capital.,True
rag,E0097,fa914b394dce,5,"Directed Buyback was a reduction of £1,259 million.",False
rag,E0097,fa914b394dce,6,The Directed Buyback negatively impacted CET1 capital.,False
rag,E0097,fa914b394dce,7,"Forseeable Ordinary Dividends were a reduction of £1,013 million.",False
rag,E0112,9e9d0d12c30f,0,HSBC's 2023 Annual Report states that financial investments increased by $78 billion.,True
rag,E0112,9e9d0d12c30f,1,HSBC's financial investments increased by 21% in 2023.,True
rag,E0112,9e9d0d12c30f,2,The increase in financial investments was mainly in Asia and Europe.,True
rag,E0112,9e9d0d12c30f,3,"The increase in financial investments was driven by the purchase of debt securities, treasury, and other eligible bills.",False
rag,E0112,9e9d0d12c30f,4,HSBC redeployed its commercial surplus to benefit from higher yield curves.,True
rag,E0112,9e9d0d12c30f,5,HSBC redeployed its commercial surplus to enhance its hedging activities on net interest income.,True
rag,E0112,9e9d0d12c30f,6,The increase in financial investments was partly offset by an increase in net income from financial instruments held for trading or managed on a fair value basis.,False
rag,E0112,9e9d0d12c30f,7,An internally allocated funding cost of $8.7 billion was incurred in 2023.,False
rag,E0117,9458424da381,0,Lloyds Banking Group's underlying other income in 2023 rose by 10%,True
rag,E0117,9458424da381,1,"Lloyds Banking Group's underlying other income was £4,666 million in 2022",True
rag,E0117,9458424da381,2,"Lloyds Banking Group's underlying other income was £5,123 million in 2023",True
rag,E0117,9458424da381,3,The increase in underlying other income was driven by growth across various business units,True
rag,E0117,9458424da381,4,"Retail underlying other income was up 25% to £1,351 million",False
rag,E0117,9458424da381,5,Retail growth was attributed to higher current account and credit card activity,False
rag,E0117,9458424da381,6,Retail growth was attributed to improved Lex performance,False
rag,E0117,9458424da381,7,Retail growth was attributed to growth from the acquisition of Tusker,True
rag,E0128,93afc28273ba,0,"From the perspective of ordinary shareholders, the total comprehensive income for NatWest Group in 2023 was £4,686 million.",False
rag,E0128,93afc28273ba,1,The total comprehensive income for NatWest Group in 2022 was £625 million.,False
rag,E0128,93afc28273ba,2,"The total comprehensive income for NatWest Group increased significantly from £625 million in 2022 to £4,686 million in 2023.",False
rag,E0128,93afc28273ba,3,The earnings per share attributable to ordinary shareholders increased to 47.9 pence in 2023.,True
rag,E0128,93afc28273ba,4,The earnings per share attributable to ordinary shareholders was 33.8 pence in 2022.,True
rag,E0128,93afc28273ba,5,The earnings per share attributable to ordinary shareholders increased from 33.8 pence in 2022 to 47.9 pence in 2023.,False
rag,E0128,93afc28273ba,6,The increase in earnings per share attributable to ordinary shareholders represents a 42.1% increase.,False
rag,E0128,93afc28273ba,7,"The attribution of total comprehensive income to different equity classes and non-controlling interests shows that the majority of the income (£4,448 million) is attributed to ordinary shareholders.",False
rag,E0134,b25383f85aec,0,Hyperinflation in Argentina had a notable adverse impact on HSBC's Net Interest Income (NII) in 2023.,True
rag,E0134,b25383f85aec,1,Hyperinflation in Argentina had a notable adverse impact on HSBC's Net Interest Margin (NIM) in 2023.,True
rag,E0134,b25383f85aec,2,The impact of hyperinflation in Argentina reduced HSBC's NII by $0.5 billion in the fourth quarter of 2023.,True
rag,E0134,b25383f85aec,3,The hyperinflation impact contributed to an overall adverse movement of $0.5 billion in HSBC's NII for the year 2023.,True
rag,E0134,b25383f85aec,4,Hyperinflation led to a decrease in HSBC's NIM by 9 basis points in the fourth quarter of 2023.,True
rag,E0134,b25383f85aec,5,The NIM decrease of 9 basis points in the fourth quarter of 2023 was compared to a minimal impact in the same period of 2022.,False
rag,E0134,b25383f85aec,6,The fourth-quarter hyperinflation impact represented a substantial adverse movement of $0.5 billion in a single quarter.,True
rag,E0134,b25383f85aec,7,The fourth-quarter hyperinflation impact was significant because it occurred in a relatively short period (a single quarter).,False
rag,E0165,8b6e3eb8b59d,0,"In 2023, the UK Bank Rate environment had both positive and negative effects on Lloyds Banking Group's net interest income and net interest margin.",True
rag,E0165,8b6e3eb8b59d,1,Lloyds Banking Group's banking net interest margin was 3.11% in 2023.,True
rag,E0165,8b6e3eb8b59d,2,Lloyds Banking Group's banking net interest margin was 2.94% in the prior year.,True
rag,E0165,8b6e3eb8b59d,3,The increase in Lloyds' banking net interest margin to 3.11% was due to UK Bank Rate increases.,True
rag,E0165,8b6e3eb8b59d,4,Higher structural hedge earnings from the rising rate environment contributed to Lloyds' stronger banking net interest margin.,True
rag,E0165,8b6e3eb8b59d,5,Lloyds Banking Group had higher average interest-earning banking assets of £453.3 billion in 2023.,True
rag,E0165,8b6e3eb8b59d,6,Higher average interest-earning banking assets contributed to Lloyds' net interest income growth.,True
rag,E0165,8b6e3eb8b59d,7,Deposit mix effects partially offset the benefits of higher rates for Lloyds in 2023.,True
rag,E0172,618e62cd5a5b,0,"Profit for the year in 2023 was £4,632 million.",True
rag,E0172,618e62cd5a5b,1,"Profit for the year in 2022 was £3,595 million.",True
rag,E0172,618e62cd5a5b,2,"Profit for the year in 2021 was £3,312 million.",False
rag,E0172,618e62cd5a5b,3,"Total comprehensive income for the year in 2023 was £4,686 million.",True
rag,E0172,618e62cd5a5b,4,Total comprehensive income for the year in 2022 was £625 million.,True
rag,E0172,618e62cd5a5b,5,"Total comprehensive income for the year in 2021 was £1,674 million.",True
rag,E0172,618e62cd5a5b,6,The difference between profit for the year and total comprehensive income indicates the impact of items that affect other comprehensive income (OCI).,True
rag,E0172,618e62cd5a5b,7,Remeasurement of retirement benefit schemes decreased from £(840) million in 2022 to £(280) million in 2023.,False
rag,E0189,ad6d3c6b6d93,0,The Retail secured CRD IV model updates increased risk-weighted assets by £5 billion.,True
rag,E0189,ad6d3c6b6d93,1,Risk-weighted assets increased from £211 billion to £219 billion.,True
rag,E0189,ad6d3c6b6d93,2,The Retail secured CRD IV model updates required an additional £5 billion in capital over 2024-2026.,True
rag,E0189,ad6d3c6b6d93,3,The additional £5 billion capital requirement from Retail secured CRD IV model updates is subject to final model outcomes.,True
rag,E0189,ad6d3c6b6d93,4,IFRS 9 transitional relief changes reduced the transitional factor applied to IFRS 9 dynamic relief.,False
rag,E0189,ad6d3c6b6d93,5,IFRS 9 transitional relief changes contributed to a 50 basis point reduction in the pro forma CET1 capital ratio.,True
rag,E0189,ad6d3c6b6d93,6,The pro forma CET1 capital ratio decreased from 14.1% to 13.7%.,True
rag,E0189,ad6d3c6b6d93,7,"The underlying impairment charge decreased from £1,510 million in 2022 to £308 million in 2023.",True
rag,E0201,ff087a1017f4,0,Cash and balances at central banks fell by £40.6 billion.,True
rag,E0201,ff087a1017f4,1,Customer deposits declined by £18.9 billion.,False
rag,E0201,ff087a1017f4,2,NatWest Group faced a significant reduction in liquid assets and deposits.,True
rag,E0201,ff087a1017f4,3,Other financial assets increased by £20.2 billion.,False
rag,E0201,ff087a1017f4,4,The increase in other financial assets partially offset the reduction in cash and deposits.,False
rag,E0201,ff087a1017f4,5,NatWest Group experienced a contraction in traditional liquid assets and deposits.,True
rag,E0201,ff087a1017f4,6,NatWest Group managed to maintain its balance sheet through the acquisition of other financial assets.,True
rag,E0201,ff087a1017f4,7,"The bank may be actively managing its liquidity and funding position by investing in other types of assets, such as bonds or securities.",True
rag,E0228,636c24ef3305,0,"HSBC Holdings plc's cash and balances at central banks decreased by 192,610 in 2023.",False
rag,E0228,636c24ef3305,1,"HSBC Holdings plc's cash and balances at central banks decreased by 185,197 in 2023.",False
rag,E0228,636c24ef3305,2,"HSBC Holdings plc's cash and balances at central banks decreased by 206,777 in 2023.",False
rag,E0228,636c24ef3305,3,"HSBC Holdings plc's cash and balances at central banks decreased by 205,000 in 2023.",False
rag,E0228,636c24ef3305,4,"HSBC Holdings plc's cash and balances at central banks decreased by 192,668 in 2023.",False
rag,E0232,9f3ba6c58165,0,"Total income increased by 12.1% to £14,752 million in 2023.",True
rag,E0232,9f3ba6c58165,1,"Total income was £13,156 million in 2022.",False
rag,E0232,9f3ba6c58165,2,"Net interest income grew by 12.3% to £11,049 million in 2023.",False
rag,E0232,9f3ba6c58165,3,"Net interest income was £9,842 million in 2022.",True
rag,E0232,9f3ba6c58165,4,Net interest income growth was driven by higher interest receivable.,False
rag,E0232,9f3ba6c58165,5,"Interest receivable increased by 66.4% to £21,026 million in 2023.",False
rag,E0232,9f3ba6c58165,6,"Interest receivable was £12,637 million in 2022.",False
rag,E0232,9f3ba6c58165,7,"Net fees and commissions income from trading activities increased by 1.7% to £2,330 million in 2023.",False
rag,E0234,36a6f14db5f8,0,The answer mentions equity.,True
rag,E0234,36a6f14db5f8,1,The answer mentions a share premium account.,False
rag,E0234,36a6f14db5f8,2,The answer refers to further details of the share premium account.,False
rag,E0234,36a6f14db5f8,3,The answer implies that equity is related to the share premium account.,False
rag,E0235,7c44c23a7756,0,The provided extracts do not contain specific data for 2020.,True
rag,E0235,7c44c23a7756,1,The provided extracts do not contain a direct comparison between 2020 and 2023 asset compositions.,True
rag,E0235,7c44c23a7756,2,The closest information is the balance sheet commentary for 2023.,True
rag,E0235,7c44c23a7756,3,The 2023 balance sheet commentary compares 2023 to 2022.,True
rag,E0235,7c44c23a7756,4,The 2023 balance sheet commentary shows total assets of $3.0tn.,True
rag,E0235,7c44c23a7756,5,Total assets were up $89bn or 3% on a reported basis.,True
rag,E0235,7c44c23a7756,6,Total assets were up $31bn or 1% on a constant currency basis.,True
rag,E0235,7c44c23a7756,7,There is no comparable data for 2020 in the given extracts.,True
rag,E0251,45a736420744,0,"Total assets decreased from $2,957,939 million in 2021 to $2,949,286 million in 2022.",False
rag,E0251,45a736420744,1,Total assets decreased by $8.653 billion or approximately 0.3% between 2021 and 2022.,False
rag,E0251,45a736420744,2,The slight decrease in total assets suggests HSBC maintained a relatively stable asset base despite the overall economic environment.,True
rag,E0251,45a736420744,3,"Customer accounts decreased from $1,710,574 million in 2021 to $1,570,303 million in 2022.",False
rag,E0251,45a736420744,4,"Customer accounts decreased by $140,271 million or approximately 8.2% between 2021 and 2022.",False
rag,E0251,45a736420744,5,The decline in customer accounts indicates a notable decline in customer deposits.,False
rag,E0251,45a736420744,6,"The decline in customer deposits could reflect changes in customer behavior, competition, or shifts in funding sources.",True
rag,E0251,45a736420744,7,"Operating expenses decreased from $32,701 million in 2021 to $32,070 million in 2022.",False
rag,E0253,ed9c4f236259,0,"In 2023, NatWest Group reported a net impairment charge of £578 million.",True
rag,E0253,ed9c4f236259,1,The net impairment charge of £578 million represented 15 basis points of gross customer loans.,True
rag,E0253,ed9c4f236259,2,The impairment charge primarily reflected continued low and stable levels of stage 3 defaults across the portfolio.,False
rag,E0253,ed9c4f236259,3,The impairment charge also reflected good book charges related to unsecured lending.,True
rag,E0253,ed9c4f236259,4,The Expected Credit Loss (ECL) provision increased by £0.2 billion to £3.6 billion.,True
rag,E0253,ed9c4f236259,5,The ECL coverage ratio rose from 0.91% to 0.93%.,True
rag,E0253,ed9c4f236259,6,Post-model adjustments accounted for 11.8% of total impairment provisions.,True
rag,E0253,ed9c4f236259,7,Post-model adjustments amounted to £0.4 billion.,False
rag,E0260,a59ab7c06214,0,Lloyds Banking Group's risk-weighted assets increased by £8 billion from 31 December 2022 to 31 December 2023.,True
rag,E0260,a59ab7c06214,1,Lloyds Banking Group's risk-weighted assets reached £219 billion as of 31 December 2023.,True
rag,E0260,a59ab7c06214,2,The main driver of the increase in risk-weighted assets was the impact of Retail secured CRD IV model updates.,True
rag,E0260,a59ab7c06214,3,Retail secured CRD IV model updates contributed £5 billion to the increase in risk-weighted assets.,True
rag,E0260,a59ab7c06214,4,"There were lending, operational, and market risk increases contributing to the rise in risk-weighted assets.",True
rag,E0260,a59ab7c06214,5,There were modest uplifts from credit and model calibrations contributing to the rise in risk-weighted assets.,True
rag,E0260,a59ab7c06214,6,The increases in risk-weighted assets were partly offset by optimisation activities such as capital-efficient securitisation.,True
rag,E0260,a59ab7c06214,7,The Group estimates a further £5 billion increase in risk-weighted assets will be required over 2024 to 2026.,True
rag,E0269,c978a70e0ff7,0,"['In 2022, Lloyds Banking Group executed a share buyback program returning £2 billion in capital to shareholders.', 'The 2022 share buyback was completed in February 2023.', 'The 2022 share buyback repurchased approximately 4.4 billion ordinary shares.', 'The 2022 share buyback represented about 7% ",True
rag,E0273,7b71b2f6926a,0,HSBC's 2023 Annual Report provides financial data for Canada Banking and France Retail Banking.,True
rag,E0273,7b71b2f6926a,1,Canada Banking revenue was $2.0 billion.,False
rag,E0273,7b71b2f6926a,2,Canada Banking operating expenses were $(1.0) billion.,False
rag,E0273,7b71b2f6926a,3,$0.7 billion of Canada Banking operating expenses were expected to be exited.,False
rag,E0273,7b71b2f6926a,4,Canada Banking profit before tax was $0.9 billion.,True
rag,E0273,7b71b2f6926a,5,Canada Banking loans and advances to customers were $56.1 billion.,True
rag,E0273,7b71b2f6926a,6,Canada Banking customer accounts were $63.0 billion.,True
rag,E0273,7b71b2f6926a,7,Canada Banking risk-weighted assets (RWA) were $31.9 billion.,False
rag,E0282,1ed21c173e0b,0,Lloyds Banking Group's 2023 Annual Report distinguishes between operating costs and remediation costs.,True
rag,E0282,1ed21c173e0b,1,"Operating costs are regular, ongoing expenses necessary for day-to-day operations.",True
rag,E0282,1ed21c173e0b,2,"Operating costs include salaries, rent, utilities, and other operational expenses.",True
rag,E0282,1ed21c173e0b,3,"In 2023, operating costs were £9,140 million.",True
rag,E0282,1ed21c173e0b,4,"Operating costs in 2023 were up 5% from £8,672 million in 2022.",True
rag,E0282,1ed21c173e0b,5,Remediation costs are one-off or exceptional costs related to past issues or regulatory requirements.,True
rag,E0282,1ed21c173e0b,6,"In 2023, remediation costs were £675 million.",True
rag,E0282,1ed21c173e0b,7,Remediation costs in 2023 were significantly higher than £255 million in 2022.,True
rag,E0285,6ae02af5822a,0,"Lloyds Banking Group's 2023 Annual Report states that for 2024, the Group expects capital generation to be around 175 basis points.",True
rag,E0285,6ae02af5822a,1,The 2024 capital generation expectation of around 175 basis points takes into account further expected in-year regulatory headwinds.,True
rag,E0285,6ae02af5822a,2,The regulatory headwinds for 2024 include the Pillar 2A CET1 capital requirement.,False
rag,E0285,6ae02af5822a,3,The regulatory headwinds for 2024 include the countercyclical capital buffer (CCyB).,False
rag,E0285,6ae02af5822a,4,The Pillar 2A CET1 capital requirement and the countercyclical capital buffer (CCyB) together contribute to regulatory headwinds of 50 basis points noted in 2023.,False
rag,E0285,6ae02af5822a,5,"For 2026, the Group reaffirms its guidance for capital generation to be greater than 200 basis points.",True
rag,E0285,6ae02af5822a,6,The 2026 capital generation guidance indicates the Group's ability to sustain capital levels necessary for growth.,True
rag,E0285,6ae02af5822a,7,The 2026 capital generation guidance indicates the Group's ability to meet future regulatory requirements despite ongoing headwinds.,True
rag,E0290,f111f49a3b6f,0,NatWest Group's CET1 capital ratio declined from 14.2% in 2022 to 13.4% in 2023.,True
rag,E0290,f111f49a3b6f,1,The decline in the CET1 capital ratio was 80 basis points.,True
rag,E0290,f111f49a3b6f,2,The decline was attributed to several factors.,True
rag,E0290,f111f49a3b6f,3,Distributions deducted from capital caused a reduction of approximately 200 basis points.,False
rag,E0290,f111f49a3b6f,4,The distributions deducted from capital directly impacted the CET1 ratio.,True
rag,E0290,f111f49a3b6f,5,Attributable profit had a positive effect on the CET1 ratio.,True
rag,E0290,f111f49a3b6f,6,The positive effect of attributable profit was not sufficient to offset the impact of the distributions.,False
rag,E0290,f111f49a3b6f,7,The combination of distributions deducted from capital and attributable profit resulted in the 80 basis point reduction.,False
finetuned,E0001,197826c5d323,0,Total equity increased by £1.9 billion from £47.5 billion in 2022 to £49.4 billion in 2023.,False
finetuned,E0001,197826c5d323,1,The increase in total equity was driven by net profits of £6.8 billion.,False
finetuned,E0001,197826c5d323,2,The increase in total equity was driven by a favourable movement on APM of £1.1 billion.,False
finetuned,E0001,197826c5d323,3,The increase in total equity was partly offset by dividends paid of £3.7 billion.,False
finetuned,E0001,197826c5d323,4,The increase in total equity was partly offset by other equity movements of £0.5 billion.,False
finetuned,E0001,197826c5d323,5,The share buyback programme was a significant component of those other equity movements.,True
finetuned,E0001,197826c5d323,6,The share buyback programme reduced ordinary shares by 1.9 billion.,False
finetuned,E0001,197826c5d323,7,The share buyback programme reduced ordinary shares by 10%.,False
finetuned,E0026,e4e7d0cca204,0,The pro forma CET1 ratio fell by 0.4 percentage points.,True
finetuned,E0026,e4e7d0cca204,1,The main positive driver was the favourable impact of IFRS 9 transitional relief.,False
finetuned,E0026,e4e7d0cca204,2,IFRS 9 transitional relief added 0.5 percentage points.,False
finetuned,E0026,e4e7d0cca204,3,This was partly offset by a negative movement of 0.1 percentage point due to distributions.,False
finetuned,E0026,e4e7d0cca204,4,Distributions included dividends and the full repayment of Tier 2 notes.,False
finetuned,E0026,e4e7d0cca204,5,The overall result is a net decline of 0.4 percentage points.,False
finetuned,E0026,e4e7d0cca204,6,The composition of the ratio also changed.,False
finetuned,E0026,e4e7d0cca204,7,Risk-weighted assets increased by £6.8 billion.,False
finetuned,E0036,c6b75efd9849,0,Customer accounts increased by $19bn.,False
finetuned,E0036,c6b75efd9849,1,Customer accounts increased by 4%.,False
finetuned,E0036,c6b75efd9849,2,Customer accounts increased to $478bn.,False
finetuned,E0036,c6b75efd9849,3,The largest absolute increase in customer accounts was in Hong Kong.,True
finetuned,E0036,c6b75efd9849,4,Hong Kong customer accounts increased by $25bn.,False
finetuned,E0036,c6b75efd9849,5,The increase in Hong Kong reflected higher average balances.,False
finetuned,E0036,c6b75efd9849,6,The increase in Hong Kong reflected the acquisition of SVB UK customers.,False
finetuned,E0036,c6b75efd9849,7,The increase in Hong Kong was partly offset by reductions in Oman.,False
finetuned,E0051,497e0359de05,0,Derivative assets increased by £15.9 billion.,False
finetuned,E0051,497e0359de05,1,Derivative assets increased by 18%.,False
finetuned,E0051,497e0359de05,2,Derivative assets increased to £114.6 billion.,False
finetuned,E0051,497e0359de05,3,Derivative liabilities decreased by £17.1 billion.,False
finetuned,E0051,497e0359de05,4,Derivative liabilities decreased by 15%.,False
finetuned,E0051,497e0359de05,5,Derivative liabilities decreased to £97.7 billion.,False
finetuned,E0051,497e0359de05,6,The increase in derivative assets was driven by higher interest rate trading books.,False
finetuned,E0051,497e0359de05,7,The increase in derivative assets was driven by higher foreign exchange trading books.,False
finetuned,E0058,2edbfe866b29,0,Liquidity remained strong.,True
finetuned,E0058,2edbfe866b29,1,The liquidity coverage ratio increased from 145% to 150%.,False
finetuned,E0058,2edbfe866b29,2,The net stable funding ratio improved from 129% to 136%.,False
finetuned,E0058,2edbfe866b29,3,The average daily balance of central items fell by $18bn.,False
finetuned,E0058,2edbfe866b29,4,The average daily balance of other wholesale funding fell by $17bn.,False
finetuned,E0058,2edbfe866b29,5,The bank reduced its reliance on volatile sources.,False
finetuned,E0058,2edbfe866b29,6,The bank reduced its exposure to short-term wholesale funding.,True
finetuned,E0058,2edbfe866b29,7,The proportion of liabilities due within one year fell from 19% to 17%.,False
finetuned,E0070,ccb5e5bb8067,0,The annual report shows that the Group holds a significant amount of debt instruments classified as held-to-collect-and-sell (HTCS).,True
finetuned,E0070,ccb5e5bb8067,1,The annual report shows that the Group holds a significant amount of debt instruments classified as held-to-collect-and-sell with fixed maturities.,True
finetuned,E0070,ccb5e5bb8067,2,These instruments are reported at amortised cost.,False
finetuned,E0070,ccb5e5bb8067,3,Unrealised losses on these instruments are recognised through profit and loss.,False
finetuned,E0070,ccb5e5bb8067,4,Unrealised losses on these instruments do not directly affect regulatory capital.,False
finetuned,E0070,ccb5e5bb8067,5,"In a rising interest rate environment, the fair value of these instruments falls.",True
finetuned,E0070,ccb5e5bb8067,6,The falling fair value generates unrealised losses.,True
finetuned,E0070,ccb5e5bb8067,7,"Because the instruments are held to collect contractual cash flows and sell, the Group expects to recover the full amortised cost basis over the life of the instrument.",False
finetuned,E0073,3323052ba64f,0,"Operating profit before tax rose by £1,495 million.",False
finetuned,E0073,3323052ba64f,1,Operating profit before tax rose by 18%.,False
finetuned,E0073,3323052ba64f,2,"Operating profit before tax rose to £9,671 million.",False
finetuned,E0073,3323052ba64f,3,The increase in operating profit before tax was driven by two main factors.,True
finetuned,E0073,3323052ba64f,4,One factor was higher underlying net income.,True
finetuned,E0073,3323052ba64f,5,Another factor was lower underlying operating expenses.,False
finetuned,E0073,3323052ba64f,6,"Net income increased by £1,889 million.",False
finetuned,E0073,3323052ba64f,7,Lending growth was a key contributor to the net income increase.,True
finetuned,E0078,346914062280,0,The Group's pro forma CET1 ratio fell from 14.5% at 31 December 2022 to 13.9% at 31 December 2023.,False
finetuned,E0078,346914062280,1,The decline in the CET1 ratio was driven by dividends paid of £2.8 billion.,False
finetuned,E0078,346914062280,2,The decline in the CET1 ratio was driven by ordinary share buybacks totalling £2.6 billion.,False
finetuned,E0078,346914062280,3,The decline in the CET1 ratio was driven by pension deficit payments of £0.7 billion.,False
finetuned,E0078,346914062280,4,These uses of capital were partially offset by net income of £4.8 billion.,False
finetuned,E0078,346914062280,5,These uses of capital were partially offset by net capital movements of £0.5 billion.,False
finetuned,E0078,346914062280,6,The final ratio of 13.9% is above the Group's target range of 13.0%-14.0%.,False
finetuned,E0078,346914062280,7,The final ratio of 13.9% indicates that the Group retains significant headroom.,False
finetuned,E0079,0bb8dc6a983a,0,Customer deposits fell by $19bn.,False
finetuned,E0079,0bb8dc6a983a,1,Wholesale and trading liabilities rose by $48bn.,False
finetuned,E0079,0bb8dc6a983a,2,The decline in customer deposits was not driven by a reduction in customer funding.,False
finetuned,E0079,0bb8dc6a983a,3,The decline in customer deposits reflected a shift in funding sources.,False
finetuned,E0079,0bb8dc6a983a,4,The increase in wholesale and trading liabilities indicates the bank relied more on short-term or market-based funding.,True
finetuned,E0079,0bb8dc6a983a,5,The increase in wholesale and trading liabilities indicates the bank relied more on repo activity or trading-related funding than on customer deposits.,False
finetuned,E0079,0bb8dc6a983a,6,Wholesale funding can be less stable than customer deposits.,False
finetuned,E0079,0bb8dc6a983a,7,Wholesale funding can be more sensitive to liquidity pressures than customer deposits.,False
finetuned,E0097,b3dbba44f03d,0,The CET1 capital movement was a net decrease of £0.5 billion.,True
finetuned,E0097,b3dbba44f03d,1,The CET1 capital movement was a net decrease of 1%.,False
finetuned,E0097,b3dbba44f03d,2,The CET1 capital decreased to £49.8 billion.,False
finetuned,E0097,b3dbba44f03d,3,Dividends received increased CET1 by £0.7 billion.,False
finetuned,E0097,b3dbba44f03d,4,AT1 coupons received added £0.3 billion to CET1.,False
finetuned,E0097,b3dbba44f03d,5,AT1 coupons paid reduced CET1 by £0.6 billion.,False
finetuned,E0097,b3dbba44f03d,6,Share buyback decreased CET1 by £0.5 billion.,False
finetuned,E0097,b3dbba44f03d,7,The positive effects of dividends and AT1 coupons were partially offset by the payment of AT1 coupons and the share buyback programme.,False
finetuned,E0112,a49916eadfed,0,Financial investments rose by $15bn.,False
finetuned,E0112,a49916eadfed,1,Financial investments rose by 4%.,False
